id,name,about
C_707079,Giới thiệu về các nguyên tắc cơ bản của chủ nghĩa Mác,Khóa học giới thiệu về chủ nghĩa Mác
C_707081,Nguyên tắc trí tuệ nhân tạo,Dựa trên một đánh giá có hệ thống về lịch sử phát triển trí tuệ nhân tạo
C_707083,Cơ sở máy tính đại học,Khái niệm cơ bản về máy tính của trường đại học là khóa học máy tính cơ bản đầu tiên cho các chuyên ngành không phải máy tính. Tôi muốn có tất cả kiến ​​thức cơ bản về máy tính trong một lần
C_707087,Kinh nghiệm đầu tiên về các kỹ năng AI - Giới thiệu về học tập sâu và thực hành thực hành (Học viện Tình báo đám mây Baidu),Khóa học này giới thiệu các khái niệm cơ bản về học máy và khung quy trình học máy
C_707089,Đánh giá cao văn hóa dân gian Trung Quốc,Phân tích một cách có hệ thống sự xuất hiện
C_707093,Dịch tễ học lâm sàng,Dịch tễ học lâm sàng là một ngành học phương pháp quan trọng áp dụng các nguyên tắc và phương pháp dịch tễ học để giải quyết các vấn đề như chẩn đoán và điều trị nguyên nhân lâm sàng. Đó là sự trợ giúp tuyệt vời để nuôi dưỡng những phẩm chất toàn diện của sinh viên tốt nghiệp và khả năng sáng tạo.
C_707096,Lớp học mới trong thời đại - giới thiệu về giáo dục trực tuyến,Sự phát triển của giáo dục trực tuyến đã sinh ra một lớp học mới trong kỷ nguyên thời E
C_707099,Chiến thuật dập tắt lửa,Mục đích của khóa học này là để cho phép sinh viên hiểu các lý thuyết cơ bản về hỏa lực để dập tắt các chiến thuật thông qua giảng dạy
C_707103,Cứu hỏa khẩn cấp,Việc xây dựng hệ thống lý thuyết của khóa học cứu hộ khẩn cấp lửa trong khóa học này dựa trên các ngành như thiết bị xây dựng vật lý hóa học và chỉ huy chiến thuật. Đây là một chủ đề liên ngành mới nổi nghiên cứu các thảm họa và tai nạn khác nhau. Nó chủ yếu cung cấp hướng dẫn lý thuyết và hỗ trợ kỹ thuật cho công việc cứu hộ khẩn cấp của đội cứu hỏa. Nội dung về cơ bản bao gồm các nhiệm vụ cứu hộ khẩn cấp hỏa hoạn như Cứu nạn Cứu nạn Tai nạn Hóa chất Cứu hộ Cứu nạn Cứu nạn. Là một khóa học trong một hệ thống kỷ luật cận biên mới nổi độc lập
C_707106,Sản xuất trang web (HTML5+CSS3),Với sự phát triển nhanh chóng của Internet
C_707107,Kỹ thuật phần mềm,Khóa học này lấy quy trình UML và hợp nhất làm dòng chính
C_707109,Cơ học lý thuyết (b),Nội dung chính của khóa học lý thuyết (B) bao gồm ba phần: động học tĩnh và động lực học. Thống kê chủ yếu nghiên cứu sự đơn giản hóa và cân bằng của các hệ thống lực khác nhau tác động lên các đối tượng; Động học chủ yếu nghiên cứu các tính chất hình học của chuyển động đối tượng
C_707112,Vật liệu xây dựng,Khóa học vật liệu xây dựng chủ yếu dạy các phương pháp hiệu suất và thử nghiệm thường được sử dụng trong ngành xây dựng như xi măng
C_707119,Lịch sử kiến ​​trúc Trung Quốc,Khóa học này là nửa sau của lịch sử kiến ​​trúc Trung Quốc
C_707125,Trại thử thách CS Elite,CS Elite Challenge Camp là một khóa học cải tiến khả năng khoa học máy tính toàn diện được phát triển bởi Xuetang Online và ba gia sư Đặng Junhui
C_707126,Tiếng Anh toàn diện,Tiếng Anh toàn diện là một khóa học tiếng Anh đại học
C_707127,Thống kê tâm lý,Thống kê là một khoa học thu thập phân tích phân loại và diễn giải dữ liệu. Nó chạy qua cuộc sống và nghiên cứu của mọi người
C_707135,Y học dựa trên bằng chứng,Y học dựa trên bằng chứng là một khóa học giải quyết các vấn đề lâm sàng là điểm khởi đầu
C_707173,Chính phủ điện tử,Khóa học này bắt đầu với phân tích lý thuyết
C_707221,Thực phẩm và sức khỏe,Khóa học này sẽ cung cấp một khung khoa học cho phép bạn hiểu rõ hơn về thực phẩm và hiểu được tác động của thực phẩm đối với sức khỏe và xã hội.
C_707358,Công nghệ ứng dụng cảm biến,Việc áp dụng các cảm biến ở khắp mọi nơi xung quanh chúng ta và việc thu thập thông tin về các sản phẩm công nghệ khác nhau không thể tách rời với các cảm biến khác nhau. Trong cuộc sống thực
C_707360,Ký ức về thư ký gia đình trên bờ sông Wuding,Khóa học này kể cho các nhân vật lịch sử Liu Qing
C_707363,Công nghệ giáo dục hiện đại,Các khóa học công nghệ giáo dục hiện đại giúp sinh viên thành thạo kiến ​​thức cơ bản về thiết kế giảng dạy công nghệ giáo dục hiện đại
C_707365,Mười hai bài giảng về lịch sử Đức,Nội dung của khóa học này rất dễ hiểu và thấm vào lịch sử của Đức trong hơn một nghìn năm
C_707366,Mô phỏng kinh doanh,Dựa vào mạng máy tính
C_707369,Phân tích hành vi tiêu dùng,Phân tích hành vi của người tiêu dùng là một khóa học ứng dụng nghiên cứu hành vi tâm lý của người tiêu dùng và các yếu tố ảnh hưởng của nó. Đó là mẹ của tất cả các phương pháp tiếp thị
C_707373,Giới thiệu về Văn hóa Nhật Bản,Khóa học này cố gắng bắt đầu từ văn hóa tâm linh của Nhật Bản
C_707379,Thiết kế hỗ trợ máy tính,Khóa học MOOC này là một khóa học được sử dụng một cách toàn diện bởi các ứng dụng hóa học hỗ trợ máy tính và máy vi tính. Học sinh có thể chọn nội dung có liên quan dựa trên các khóa học của họ để tìm hiểu và tìm hiểu về bản vẽ đồ họa AutoCAD và 2 phát triển
C_707381,Mạng máy tính,Một cú nhấp chuột trên màn hình có thể gửi tin nhắn WeChat đến tận cùng thế giới để mở trình duyệt
C_707384,Toán học rời rạc,Hạn ngạch đầu tiên của giai đoạn 2021 của tuyển dụng hạn ngạch của các giáo viên nổi tiếng trong các trường học nổi tiếng | Trợ lý giảng dạy độc quyền | Chứng nhận chuyên nghiệp | Hệ thống toàn diện | Tu luyện sức mạnh nội bộ | Phần thưởng đầy đủ
C_707456,Công nghệ cơ sở dữ liệu và lập trình,Không có công cụ nào có thể giống như một cơ sở dữ liệu
C_733993,Kiến trúc nhà,Nội dung giảng dạy của khóa học trực tuyến này là nội dung học tập hỗ trợ của lớp học lật kiến ​​trúc 2019. Khóa học Kiến trúc Nhà được chia thành hai chế độ giảng dạy: Chế độ giảng dạy lớp học thường xuyên và chế độ lớp học trong việc giảng dạy toàn thời gian tại Đại học Trùng Khánh. Trong nội dung giảng dạy
C_734011,Công nghệ cốt lõi của nền tảng dữ liệu lớn,Dạy kiến ​​trúc hệ thống phân tán Lập trình phân tán Xử lý luồng phân tán Bộ nhớ bộ nhớ lưu trữ dữ liệu phân tán và các nội dung khác
C_734015,Y học trong thời đại kỹ thuật số,Tương lai của chăm sóc sức khỏe là kết nối
C_734016,Cửa sổ của đại dương - Bảo tàng Đại dương và Thế giới Đại dương họ kết nối,Một số người nói: Đại dương là cái nôi của sự sống
C_734019,Đồ họa kỹ thuật,Vẽ kỹ thuật là một chủ đề nghiên cứu biểu hiện và trao đổi thông tin kỹ thuật và sản phẩm và truyền tải ý tưởng thiết kế. Bản vẽ kỹ thuật là những người mang thông tin kỹ thuật và sản phẩm. Họ là một công cụ để nhân viên kỹ thuật và kỹ thuật thiết kế các sản phẩm. Chúng là ngôn ngữ để thể hiện ý tưởng thiết kế và trao đổi kỹ thuật. Họ là một tài liệu kỹ thuật quan trọng của bộ phận kỹ thuật và kỹ thuật. Khóa học này là nghiêm ngặt trong lý thuyết và thực tiễn. Nó liên quan chặt chẽ đến thực hành kỹ thuật. Nó đóng một vai trò quan trọng trong việc nuôi dưỡng sinh viên để thành thạo các phương pháp tư duy khoa học và nâng cao nhận thức về kỹ thuật và đổi mới. Đó là một khóa học cơ bản kỹ thuật quan trọng trong các trường cao đẳng và đại học thông thường. Mục tiêu đào tạo của khóa học này là để làm chủ lý thuyết chiếu
C_734021,Phân tích tài chính (lớp song ngữ),Phân tích tài chính (khóa học song ngữ) là một tài liệu cho các báo cáo tài chính của công ty
C_734023,Giới thiệu về tư duy tính toán,"Tư duy tính toán là một phương pháp. Giáo dục tư duy tính toán theo đuổi ""Đừng nói cho tôi biết thế giới như thế nào"
C_734024,Giới thiệu về Y học chuyên khoa y tế,"Bệnh viện Bắc Kinh Tsinghua Chang Gung tập hợp các giáo viên chủ chốt của nhân viên giảng dạy đa ngành để cung cấp khóa học này - ""Giới thiệu về các chuyên khoa y tế"""
C_734028,Bảo quản và điều trị sức khỏe y học truyền thống Trung Quốc và phòng ngừa sức khỏe phụ,Khóa học này sẽ kết hợp lối sống hàng ngày với lý thuyết cơ bản về y học cổ truyền Trung Quốc như một hướng dẫn để nhắc nhở bạn thay đổi một số thói quen sống không tốt
C_734031,Kinh tế chính phủ,No Text
C_734032,Lớp kinh nghiệm bằng cấp độ vi mô kinh doanh,Bạn sẽ nhận được gì trong khóa học này? 1. Thiết lập nhận thức kinh doanh theo các chiều khác nhau. Bạn nghĩ rằng một bước nhiều hơn những người khác. 2. Cải thiện lãnh đạo nơi làm việc và trở thành một nhà lãnh đạo chiến lược và thực thi. 3. Hiểu thị trường
C_734035,5G và trí tuệ nhân tạo,Một mô tả mới và trực quan và kỹ lưỡng về kiến ​​thức và nền tảng khoa học và công nghệ của 5G và AI là một khóa học tự chọn khoa học và công nghệ công cộng cho chuyên ngành nghệ thuật và khoa học tự do. Thật dễ hiểu và đặt nền tảng học tập cho người nghe và cho phép họ biết những gì họ làm trong tương lai.
C_734037,Khoa học hiến pháp,Tính hợp pháp của luật pháp xuất phát từ Hiến pháp
C_734039,Kinh tế quản lý,Kinh tế quản lý là ứng dụng của kinh tế vi mô cho các vấn đề ra quyết định trong quản lý doanh nghiệp. Nghiên cứu bao gồm các chiến lược tối ưu hóa phân bổ tài nguyên và ra quyết định chiến thuật
C_734041,Đọc, viết và giao tiếp tiếng Anh học thuật
C_734042,Đánh giá cao và nghiên cứu tiểu thuyết Trung Quốc cổ đại (Phần 1),Dựa trên những thay đổi trong các khái niệm của tiểu thuyết Trung Quốc cổ đại
C_734044,Quản lý tài chính,Báo cáo tài chính là ngôn ngữ của giao tiếp doanh nghiệp. Nếu bạn muốn hiểu công ty
C_734045,Lịch sử văn hóa Trung Quốc,No Text
C_734049,Dữ liệu lớn sinh học,"Giá trị tiềm năng khổng lồ có trong dữ liệu lớn sinh học đã thu hút nhiều sự chú ý. Khóa học này bắt nguồn từ sự phát triển của dữ liệu lớn và được bắt nguồn từ khóa học tin sinh học. Nó tập trung vào việc dạy phân tích tạo và ứng dụng dữ liệu lớn sinh học. Nhóm khóa học ""Dữ liệu lớn sinh học"" hy vọng sẽ hiển thị một cách có hệ thống nội dung khóa học từ khái niệm và nguồn dữ liệu lớn sinh học và các khía cạnh khác như phân tích dữ liệu lớn sinh học và phân tích trường hợp ứng dụng thông qua các khóa học trực tuyến."
C_734050,Nội tạng,Vị giác là một khoa học nghiên cứu vị trí
C_734053,Mạch và công nghệ điện tử,Điện ở khắp mọi nơi xung quanh chúng ta
C_734054,Giới thiệu về Quản lý dự án,Với sự phát triển của xã hội
C_734055,Nguyên tắc kinh tế,Khóa học này là một khóa học giới thiệu cho những người tham gia kinh tế sẽ được tiếp xúc với cách suy nghĩ kinh tế và hiểu chức năng của nền kinh tế thị trường hiện đại
C_734059,Tu luyện tư tưởng và đạo đức và nền tảng pháp lý,Khóa học này là một khóa học về ý thức hệ và chính trị tích hợp các khía cạnh tư tưởng
C_734062,Xử lý hình ảnh kỹ thuật số viễn thám và ứng dụng nông nghiệp,Với sự phát triển của công nghệ cao
C_734066,Hóa học hữu cơ,Khóa học này là một khóa học cốt lõi trong hóa học. Nó chủ yếu giới thiệu kiến ​​thức cơ bản về hóa học hữu cơ
C_734067,Shuimu Wendao Season 1 - Tương lai Qinghua,Khóa học này sẽ giới thiệu sự phát triển và ứng dụng trong tương lai của năm lĩnh vực chủ đề theo cách phổ biến. Tôi tin rằng mọi người có thể đạt được một cái gì đó từ khóa học
C_734068,Phương tiện truyền thông mới và quản trị xã hội,Sự phát triển của phương tiện truyền thông mới đã mang lại những thách thức lớn cho quản trị xã hội. Khóa học này bắt đầu từ quan điểm của phương tiện truyền thông mới
C_735030,Mang thai và sinh con,Mang thai và sinh con là một trong những sự kiện quan trọng nhất trong cuộc sống của phụ nữ
C_735031,Toán học nâng cao,Khóa học này được đánh giá là một khóa học mở trực tuyến tốt ở tỉnh Shaanxi vào năm 2019. Nó nuôi dưỡng khả năng của học sinh để thành thạo các ứng dụng phần mềm toán học và các lĩnh vực chuyên nghiệp của họ để thích ứng với nhu cầu của kỷ nguyên trí tuệ nhân tạo
C_735032,Chăm sóc người cao tuổi,"Khóa học này đáp ứng nhu cầu của sự lão hóa xã hội và cũng là một phần không thể thiếu của mô hình giảng dạy ""vòng đời"" hoàn chỉnh. Thông qua việc học"
C_735033,Vi sinh học y tế,Khám phá những bí ẩn của thế giới siêu nhỏ; tiết lộ những đặc điểm của các vi sinh vật gây bệnh; Khám phá việc phòng ngừa và điều trị các bệnh truyền nhiễm. Khóa học này xây dựng các lý thuyết cơ bản của vi sinh
C_735042,Thiết kế web và ứng dụng bản đồ,Khóa học này nhằm mục đích cho phép sinh viên tích lũy dần dần trong quá trình liên tục đạt được mục tiêu của họ theo cách dựa trên nhiệm vụ thực tế
C_735049,Những điều cơ bản của lập trình,Đối với các sinh viên không có nền tảng
C_735050,Dinh dưỡng và Sức khỏe (Chế độ tự trị),Tìm hiểu cơ sở của các chất dinh dưỡng và tác động của chúng đối với sức khỏe con người
C_735051,Sinh lý học tập thể dục,Sinh lý học tập thể dục là một nghiên cứu khoa học nghiên cứu những thay đổi trong cơ thể cơ thể cơ thể của cơ thể cơ thể cơ thể cơ thể cơ thể cơ thể cơ thể cơ thể cơ thể cơ thể cơ thể cơ thể cơ thể của cơ thể cơ thể cơ thể cơ thể cơ thể cơ thể cơ thể của cơ thể cơ thể dưới ảnh hưởng của thể thao; (2) sự điều chỉnh và điều chỉnh các chức năng của cơ thể con người trong các môn thể thao; (3) đặc điểm của những thay đổi chức năng trong các nhóm thể thao khác nhau; (4) đặc điểm của những thay đổi chức năng trong thể thao trong các điều kiện môi trường khác nhau; . Khóa học này có 4 tín chỉ
C_735053,Đốt cháy,Vào thời cổ đại
C_735054,Giáo dục sức khỏe tâm thần cho sinh viên đại học,"Khóa học này tuân thủ ý tưởng ""điều trị trước khi điều trị"" và phổ biến kiến ​​thức sức khỏe tâm thần cho sinh viên đại học. Khóa học này sẽ cho bạn biết: các bệnh tâm lý không đáng sợ và có thể được ngăn chặn và chữa khỏi; Sức khỏe tâm thần có thể giúp sức khỏe và theo dõi hạnh phúc"
C_735056,Luật hàng hải,"Luật hàng hải là một khóa học với tính chuyên nghiệp mạnh mẽ và bản chất liên quan đến nước ngoài. Nó được tích hợp chặt chẽ nhất với khái niệm quản lý trường học đặc trưng ""ba biển và một cốt lõi"" của trường chúng tôi. Khóa học có nội dung phong phú và dễ hiểu. Nó nhấn mạnh lý thuyết và thực hành. Khóa học này phù hợp cho sinh viên ở tất cả các cấp bao gồm bằng luật kép"
C_735064,Phim và Truyền hình Phim kịch bản phim hoạt hình,Khóa học này sẽ khám phá ra bí ẩn của việc tạo kịch bản phim hoạt hình phim và truyền hình cho bạn. Ở đây
C_735066,Phim và Văn hóa Anh,Khóa học này chủ yếu học và nghiên cứu các bộ phim tiếng Anh từ góc độ phê bình văn hóa
C_735069,Cơ học đất,Quá trình cơ học đất là một khóa học cơ bản chuyên nghiệp về kỹ thuật dân dụng và các chuyên ngành bảo tồn nước. Đó là một khoa học nghiên cứu các tính chất vật lý cơ bản của đất và độ bền và độ ổn định biến dạng của nó sau khi đất bị căng thẳng. Nghiên cứu của khóa học này đặt nền tảng cho thiết kế và xây dựng kỹ thuật.
C_735071,Quan điểm của Trung Quốc về biến đổi khí hậu,Hiểu vị trí
C_735073,Đại số tuyến tính (bị loại bỏ),Đại số tuyến tính là một khóa học lý thuyết cơ bản quan trọng trong các ngành khoa học
C_735077,Khái niệm cơ bản của độc tính,Độc chất là một khoa học nghiên cứu các tác động thiệt hại và cơ chế của các mối nguy môi trường đối với các hệ thống sinh học và tiến hành đánh giá an toàn và đánh giá rủi ro. Đó là một kỷ luật cơ bản và được áp dụng liên quan chặt chẽ đến sức khỏe con người
C_735078,Tôn giáo và văn hóa hip-hop,Khóa học này chủ yếu nghiên cứu ý nghĩa tôn giáo của văn hóa hip-hop thông qua nhạc rap
C_735079,Giáo dục cuộc sống - An toàn và chăm sóc thể thao ngoài trời,Giáo dục cuộc sống - Cứu hộ an toàn thể thao ngoài trời Khóa học này không yêu cầu kiến ​​thức cơ bản về môn học đặc biệt. Các trường cao đẳng và học sinh trung học và phần lớn mọi người trong xã hội có thể học cách làm chủ mục đích của khóa học là giúp học và thành thạo các kỹ năng cứu hộ khẩn cấp
C_735080,Lưu trữ kế hoạch tiếp thị,"Kế hoạch tiếp thị cửa hàng là một khóa học cốt lõi cho quản lý kinh doanh chuỗi. Đây là một khóa học ứng dụng thực tế toàn diện dựa trên quá trình thực tế của kế hoạch tiếp thị chuỗi cửa hàng. Nó dựa trên mô hình giảng dạy chính của ""khóa học theo định hướng dự án"""
C_735081,Kinh doanh nhập khẩu,Bạn có muốn nhanh chóng và tiêu chuẩn hóa kiến ​​thức cơ bản và các kỹ năng cơ bản về nhập khẩu và xuất khẩu? Chào mừng bạn đến với khóa học kinh doanh xuất nhập khẩu!
C_735085,Bộ luật cho âm nhạc giọng hát quốc gia tiên tiến,Khóa học này tích hợp giảng dạy thực tế và tương tác. Bắt đầu từ sáu quan điểm: Hiệu suất canh tác theo phong cách cảm xúc ngôn ngữ
C_735086,Tu luyện tư tưởng và đạo đức và nền tảng pháp lý,"Cách đại học là thể hiện đức tính tươi sáng, gần gũi với mọi người và dừng lại ở mức tốt nhất. Các sinh viên thân mến"
C_735089,Thiết kế cảnh quan và đọc sách,Vườn phong cảnh từ cả già và trẻ ở nước ta vì khái niệm về phong cảnh từ lâu đã bắt nguồn sâu xa trong trái tim của mọi người. Nó trẻ vì nó là một kỷ luật cấp một độc lập hoặc trong những năm gần đây. Trên thực tế
C_735091,Hội thảo dịch công nghệ,Khóa học này tập trung vào sự phát triển của khả năng dịch thuật và được định hướng quy trình. Từ lý thuyết đến thực hành
C_735093,Hóa học cấu trúc,Học Hóa học cấu trúc mở ra cánh cửa để hiểu mối quan hệ giữa cấu trúc vi mô và hiệu suất vĩ mô của vật chất
C_735094,Hứa - là chính mình là một khóa học bắt buộc trước bất kỳ lớp học nào,Mỗi linh hồn đều có ánh sáng riêng
C_735096,Bệnh hô hấp,Bệnh hô hấp là một phần quan trọng của khoa học nội bộ. Khóa học này có kiến ​​thức và nội dung phong phú. Với sự giúp đỡ của hình ảnh
C_735097,Thực hành bảo mật web,Việc xây dựng các ứng dụng web phụ thuộc vào nhiều nền tảng và công nghệ. Bất kỳ lỗ hổng nào cũng có thể dẫn đến các cuộc tấn công và tấn công vào web
C_735099,Tiếng Anh học thuật năng lượng,Năng lượng học thuật học thuật tiếng Anh dựa trên phương pháp đầu ra dựa trên đầu ra
C_735101,Từ âm nhạc đến hình ảnh,Hiểu nhạc phim
C_735102,Trí thông minh nhân tạo của Microsoft - Nền tảng phân tích dữ liệu,Với sự phát triển của công nghệ IoT Internet di động
C_735103,Công nghệ trị liệu tập thể dục,Công nghệ trị liệu tập thể dục là một phần cốt lõi của công nghệ vật lý trị liệu và là một môn học thực hành lâm sàng quan trọng của y học phục hồi chức năng hiện đại. Kỷ luật này cung cấp điều trị và đào tạo mục tiêu cho bệnh nhân rối loạn chức năng vận động vì nhiều lý do dựa trên cơ chế sinh học
C_735107,Trí tuệ nhân tạo của Microsoft - Khung học tập sâu sắc và các công cụ,Phần này tập trung vào các kịch bản và hướng nghiên cứu chuyên sâu mới nhất của Microsoft được sử dụng trong ngành
C_735110,Trí tuệ nhân tạo của Microsoft - Dịch vụ và API,Các dịch vụ và API được đại diện bởi các dịch vụ nhận thức của Microsoft và sơn robot cho phép các ứng dụng và dịch vụ của bạn dễ dàng bị sở hữu. Đây là điều mà các nhà phát triển đã mong đợi. Tuy nhiên
C_735111,Đạo đức và lợi ích,"Khóa học đạo đức và lợi ích tập trung vào tính hợp lý và chủ quan của con người. Thông qua tư duy biện chứng về ""không thấy gì"" và ""nhìn thấy một cái gì đó"" và cuộc thảo luận toàn diện về ""đạo đức công cộng bên trong"" và ""đạo đức công cộng bên ngoài"""
C_735112,Microsoft Research Asia Research Institute Sê -ri Trí tuệ nhân tạo Frontier,Trong những năm gần đây
C_735115,Tiếp thị,Khóa học này kết hợp lý thuyết tiếp thị cổ điển với các trường hợp công ty sống động. Nó có thể giúp tiết lộ logic kinh doanh và các quy tắc đằng sau thực tiễn tiếp thị và cải thiện tư duy kinh doanh. Trong khóa học này
C_735116,Tổng quan về trí tuệ nhân tạo của Microsoft,Viện nghiên cứu Microsoft
C_735118,Thương mại quốc tế,Khóa học này là một khóa học chất lượng cao cấp quốc gia và khóa học chia sẻ tài nguyên chất lượng cao cấp quốc gia. Giảng viên chính sẽ cho bạn biết sự phát triển và phát triển của lý thuyết
C_735120,Các khóa học AWS Trí tuệ nhân tạo AWS (các khóa học nâng cao),Khóa học này giới thiệu các dịch vụ đám mây cho các kịch bản ứng dụng khác nhau và phương pháp xây dựng và sử dụng của họ
C_735122,Lý thuyết và phương pháp y học cổ truyền Trung Quốc,Các nguyên tắc và phương pháp của y học cổ truyền Trung Quốc là các nguyên tắc cơ bản và các phương pháp cụ thể của y học cổ truyền Trung Quốc để chẩn đoán và điều trị các bệnh. Để cho phép sinh viên nắm bắt một cách có hệ thống các nguyên tắc và phương pháp của y học cổ truyền Trung Quốc và áp dụng các nguyên tắc và phương pháp để hướng dẫn nghiên cứu các khóa học lâm sàng
C_735123,Hệ thống tín hiệu và tuyến tính,Thông qua việc giảng dạy
C_735129,Điện động lực học (Phần 1),Khóa học khó nhất trong vật lý đại học! Các lý thuyết cổ điển của bốn tương tác cơ bản được biết đến trong tự nhiên với cuộc sống của bạn và có liên quan chặt chẽ đến biên giới của khoa học. Cơ sở cho các lý thuyết và ứng dụng vật lý khác nhau
C_735130,Những điều cơ bản và ứng dụng máy tính đại học,Là khóa học cơ bản máy tính đầu tiên trong các chuyên ngành phi máy tính
C_735131,Đường lụa hàng hải,Con đường tơ lụa hàng hải là một kênh hàng hải để Trung Quốc tiến hành trao đổi kinh tế và văn hóa với các khu vực khác trên thế giới. Khi sự trẻ hóa lớn của quốc gia Trung Quốc
C_735132,Xã hội học trong cuộc sống,"Khóa học này được cùng nhau tạo ra bởi một nhóm các giáo viên của các khóa học chất lượng quốc gia. Nó sử dụng kiến ​​thức xã hội học để hướng dẫn bạn phân tích các vấn đề nóng bỏng xã hội khác nhau như ""một gia đình nghèo có thể tạo ra một đứa con trai cao quý không?"""
C_735135,Trang trí nội thất (bị loại bỏ),No Text
C_735138,Các nguyên tắc cơ bản của chủ nghĩa Mác (1),Khóa học này nhằm mục đích giúp sinh viên nắm bắt lý thuyết cơ bản về chủ nghĩa Mác từ góc độ toàn diện
C_735143,Lý thuyết quân sự,Khóa học này phù hợp với các yêu cầu tiêu chuẩn của giáo trình khóa học quân sự của các tổ chức giáo dục đại học nói chung Trung Quốc
C_735146,Quản lý dược phẩm,Quản lý dược phẩm là một khóa học quan trọng trong chuyên ngành dược phẩm và là chủ đề chính của kỳ thi trình độ dược sĩ quốc gia. Thông qua nghiên cứu khóa học này
C_735149,Đại học Pháp,Nội dung khóa học bao gồm khái niệm mới của Đại học Pháp (Tập 1)
C_735151,Thiết kế cơ học,Nội dung chính của khóa học này bao gồm: Tổng quan về thiết kế cơ học về sức mạnh
C_735153,Kinh tế vi mô,Mục đích của khóa học là cho phép sinh viên làm chủ các phương pháp kiến ​​thức và phân tích cơ bản của kinh tế phương Tây thông qua giảng dạy
C_735155,Soul Ice and Snow Soul - Hướng dẫn xem Thế vận hội mùa đông của bạn,Thế vận hội mùa đông thứ 24 sẽ được tổ chức cùng tại Bắc Kinh và Zhangjiakou
C_735156,Truyện tranh nói tiếp thị,Đọc truyện tranh
C_735157,Thiết kế và phân tích thuật toán,Hạn ngạch đầu tiên của giai đoạn 2021 của tuyển dụng hạn ngạch của các giáo viên nổi tiếng trong các trường học nổi tiếng | Trợ lý giảng dạy độc quyền | Chứng nhận chuyên nghiệp | Hệ thống toàn diện | Tu luyện sức mạnh nội bộ | Phần thưởng đầy đủ
C_735160,Phát triển nghề nghiệp cho sinh viên đại học,Khóa học này chủ yếu giới thiệu những gì sinh viên đại học cần làm trong kế hoạch nghề nghiệp và giới thiệu một số đề xuất của họ về lập kế hoạch nghề nghiệp ở cấp độ đầu tiên của các bậc thầy về kế hoạch nghề nghiệp nổi tiếng. Thông qua phương pháp này
C_735161,Công nghệ chẩn đoán lỗi thiết bị,Mục đích giảng dạy của khóa học này là cho phép người học nắm vững các nguyên tắc cơ bản của công nghệ chẩn đoán lỗi thiết bị và phương pháp phân tích hệ thống kỹ thuật kết hợp với phân tích trường hợp chẩn đoán lỗi thiết bị và học mở rộng
C_735164,Khoa học và Công nghệ Tiếng Anh học thuật,Khoa học và kỹ thuật tiếng Anh học thuật là một khóa học bắt buộc công cộng cho sinh viên đại học và sau đại học về chuyên ngành khoa học và kỹ thuật. Nó nhằm mục đích nuôi dưỡng sự hiểu biết và kỹ năng đầu ra của sinh viên về khoa học và kỹ thuật
C_735168,Vật liệu kỹ thuật cơ bản,Vật liệu là một biểu tượng quan trọng của sự tiến bộ và phát triển của xã hội loài người. Cùng với thông tin năng lượng
C_735175,Phân tích hình ảnh hiện đại,Khóa học coi việc xử lý hình ảnh kỹ thuật số và phân tích hình ảnh làm nội dung cốt lõi
C_735183,Bản vẽ kỹ thuật,"Khóa học này lấy ""ngữ pháp"" của các bản vẽ kỹ thuật làm điểm xuất phát"
C_735186,Nguyên tắc và ứng dụng của vi điều khiển,Khóa học này lấy bộ vi điều khiển sê -ri PIC18F làm lõi
C_735194,HVAC,HVAC là khóa học chuyên nghiệp chính trong chuyên ngành xây dựng và môi trường
C_735195,Điều dưỡng dựa trên bằng chứng và chuyển đổi kiến ​​thức,Nội dung của khóa học mở trực tuyến miễn phí về điều dưỡng dựa trên bằng chứng và chuyển đổi kiến ​​thức bao gồm tổng quan về điều dưỡng dựa trên bằng chứng. Đề xuất tìm kiếm bằng chứng và đánh giá văn học được phân loại. Đánh giá hệ thống đánh giá hướng dẫn thực hành lâm sàng và ứng dụng hướng dẫn thực hành lâm sàng trong lĩnh vực điều dưỡng. Thông qua thực hành phân tích trường hợp lâm sàng chi tiết
C_735197,Khái niệm cơ bản về thiết kế cơ học,Những điều cơ bản của thiết kế cơ học là một khóa học cơ bản kỹ thuật để nuôi dưỡng và đào tạo khả năng thiết kế cơ học của sinh viên. Đó là một khóa học cơ bản kỹ thuật bắt buộc được cung cấp bởi chuyên ngành kỹ thuật.
C_735200,Giải phẫu người,Engels nói
C_735203,Đánh giá cao nghệ thuật hiện đại phương Tây,Thông qua việc học tương tác trong mười chương hàng đầu
C_735210,Đại học Vật lý-Electromagnetism (giảng dạy bằng tiếng Anh),Vật lý
C_735214,Đổi mới và khởi nghiệp trên Internet,Khóa học này tập trung vào phân tích trường hợp. Bằng cách khám phá những trải nghiệm và bài học thành công về sự thất bại của các công ty internet điển hình
C_735226,Truyền thông đa văn hóa,Tiếng Anh của bạn rõ ràng là tốt
C_735227,Thế giới vật liệu ma thuật (mùa thu 2017),"Lịch sử của nền văn minh nhân loại có thể được cho là lịch sử tiến hóa của ngành công nghiệp vật liệu. Khóa học này sẽ được nhiều giáo viên giảng dạy để giải thích ""phép thuật"" của cạnh cắt của kim loại polymer và khoa học vật liệu vô cơ"
C_735229,Gỗ và nền văn minh,No Text
C_735231,Kinh tế vĩ mô,No Text
